0.157208	0.502264	0.025236	-0.06
0.142373	0.250956	0.027021	-0.06
0.755036	0.543030	0.029611	0.06
0.725923	0.577869	0.019799	0.06
0.602784	0.149663	0.031335	0.06
0.783286	0.666660	0.028588	0.06
0.276362	0.931921	0.033586	-0.06
0.949691	0.512229	0.016526	0.06
0.551705	0.312910	0.024149	0.06
0.683578	0.569681	0.015495	0.06
0.689776	0.377188	0.023444	0.06
0.577146	0.498610	0.017329	0.06
0.875079	0.282779	0.023399	0.06
0.481271	0.516189	0.015508	-0.06
0.166099	0.093999	0.029093	-0.06
0.142319	0.610079	0.024401	-0.06
0.256035	0.847329	0.027533	-0.06
0.461117	0.472465	0.033589	-0.06
0.938503	0.541069	0.026196	0.06
0.652779	0.326865	0.030996	0.06
0.439760	0.314937	0.020381	0.06
0.640078	0.587546	0.024165	0.06
0.284099	0.487012	0.025225	-0.06
0.777163	0.552054	0.033145	0.06
0.798263	0.334991	0.033336	0.06
0.138537	0.670400	0.030702	-0.06
0.920541	0.808196	0.024583	0.06
0.289820	0.498579	0.016933	-0.06
0.722796	0.420180	0.023988	0.06
0.888961	0.124759	0.030875	0.06
0.608967	0.726670	0.034127	-0.06
0.621868	0.189285	0.021269	0.06
0.574759	0.742575	0.033999	-0.06
0.492790	0.698425	0.017697	-0.06
0.250635	0.579141	0.034166	-0.06
0.838394	0.504249	0.016689	0.06
0.651699	0.891550	0.030669	-0.06
0.325404	0.420835	0.031160	-0.06
0.518028	0.227027	0.015283	0.06
0.848994	0.096238	0.021940	0.06
0.368063	0.742580	0.015516	-0.06
0.344984	0.323305	0.021521	0.06
0.188502	0.517652	0.023672	-0.06
0.352777	0.588398	0.028570	-0.06
0.112558	0.409241	0.018910	-0.06
0.456639	0.729239	0.018771	-0.06
0.689851	0.840035	0.017583	-0.06
0.526943	0.756868	0.025337	-0.06
0.120793	0.324418	0.021881	-0.06
0.287099	0.497842	0.030605	-0.06
0.424164	0.470930	0.021516	-0.06
0.483848	0.158095	0.030932	0.06
0.767041	0.784537	0.031957	-0.06
0.908306	0.840759	0.027914	0.06
0.417202	0.754982	0.031990	-0.06
0.653359	0.915079	0.022039	-0.06
0.534541	0.148724	0.029320	0.06
0.550220	0.561237	0.019289	-0.06
0.315230	0.291291	0.026115	0.06
0.141310	0.287341	0.034098	-0.06
0.700122	0.216946	0.027602	0.06
0.106591	0.420478	0.032961	-0.06
0.749101	0.423075	0.015309	0.06
0.136805	0.070680	0.017460	-0.06
0.667244	0.568833	0.033722	0.06
0.365276	0.751781	0.027145	-0.06
0.639245	0.603630	0.033495	0.06
0.334457	0.244073	0.024253	0.06
0.931201	0.840563	0.028729	0.06
0.825171	0.663263	0.033475	0.06
0.400143	0.902357	0.022126	-0.06
0.443067	0.071297	0.028906	0.06
0.310600	0.912456	0.030997	-0.06
0.160084	0.741104	0.021378	-0.06
0.554777	0.699510	0.017252	-0.06
0.607073	0.156455	0.017514	0.06
0.368637	0.633104	0.028116	-0.06
0.075915	0.570314	0.022119	-0.06
0.395695	0.265375	0.023420	0.06
0.247609	0.162687	0.025859	-0.06
0.891199	0.665377	0.022937	0.06
0.299148	0.480959	0.020276	-0.06
0.333270	0.899805	0.026873	-0.06
0.805598	0.547684	0.028004	0.06
0.619706	0.729079	0.021350	-0.06
0.642081	0.060268	0.034563	0.06
0.473491	0.923174	0.028583	-0.06
0.825896	0.884507	0.033121	-0.06
0.409167	0.928554	0.034020	-0.06
0.259261	0.796147	0.021874	-0.06
0.230881	0.373198	0.027740	-0.06
0.476656	0.759766	0.026612	-0.06
0.854418	0.905398	0.031275	-0.06
0.801554	0.682114	0.030907	0.06
0.625205	0.125787	0.022456	0.06
0.707907	0.174165	0.029790	0.06
0.948930	0.066517	0.019342	0.06
0.909988	0.392524	0.034263	0.06
0.629642	0.192240	0.025175	0.06
0.126983	0.709318	0.021672	-0.06
