0.577789	0.376206	0.016054	0.06
0.905409	0.583867	0.026378	0.06
0.614916	0.608079	0.020059	0.06
0.627569	0.126886	0.033577	0.06
0.644861	0.368092	0.022515	0.06
0.881996	0.474417	0.020084	0.06
0.465393	0.274228	0.027431	0.06
0.764093	0.800879	0.018268	-0.06
0.895049	0.308003	0.031023	0.06
0.332891	0.669807	0.015482	-0.06
0.790422	0.935540	0.029537	-0.06
0.895401	0.608410	0.033312	0.06
0.778632	0.531190	0.022064	0.06
0.730714	0.294218	0.029731	0.06
0.374939	0.737108	0.016635	-0.06
0.892471	0.452776	0.022423	0.06
0.792840	0.341395	0.022595	0.06
0.196170	0.218498	0.016913	0.06
0.658336	0.108152	0.034022	0.06
0.228659	0.255445	0.015898	0.06
0.774385	0.852713	0.021657	-0.06
0.120715	0.124434	0.029777	-0.06
0.582935	0.063949	0.032390	0.06
0.663171	0.062206	0.031101	0.06
0.426821	0.221529	0.032029	0.06
0.731053	0.624337	0.017639	0.06
0.273976	0.871356	0.016270	-0.06
0.266632	0.845189	0.024463	-0.06
0.434900	0.462884	0.017800	-0.06
0.551409	0.074477	0.031803	0.06
0.347953	0.853157	0.032596	-0.06
0.373916	0.609557	0.034001	-0.06
0.461962	0.717011	0.017182	-0.06
0.114687	0.528169	0.015559	-0.06
0.121611	0.828819	0.030026	-0.06
0.842498	0.827301	0.033893	-0.06
0.142963	0.366925	0.023005	-0.06
0.149147	0.446064	0.026059	-0.06
0.215137	0.507940	0.020302	-0.06
0.326058	0.517822	0.029986	-0.06
0.105395	0.732759	0.027221	-0.06
0.069675	0.139827	0.022032	-0.06
0.669592	0.275530	0.026059	0.06
0.861702	0.606689	0.029655	0.06
0.188762	0.268367	0.015814	0.06
0.214596	0.449560	0.028251	-0.06
0.386347	0.294322	0.032580	0.06
0.312858	0.071359	0.026939	0.06
0.484430	0.314567	0.026348	0.06
0.563213	0.744103	0.020494	-0.06
0.900150	0.724299	0.016592	0.06
0.134521	0.697040	0.034136	-0.06
0.892631	0.853028	0.030924	-0.06
0.905459	0.719683	0.017372	0.06
0.526502	0.103809	0.020785	0.06
0.928946	0.598832	0.029335	0.06
0.643203	0.378815	0.015679	0.06
0.722020	0.202519	0.033072	0.06
0.882169	0.071967	0.017468	0.06
0.642373	0.742635	0.029351	-0.06
0.948872	0.847622	0.024226	-0.06
0.428923	0.278561	0.015322	0.06
0.757498	0.838476	0.023442	-0.06
0.195648	0.314988	0.029158	0.06
0.126329	0.726324	0.017420	-0.06
0.138261	0.116483	0.020021	-0.06
0.752996	0.236531	0.024554	0.06
0.711864	0.873644	0.025565	-0.06
0.322993	0.805140	0.017924	-0.06
0.720579	0.519086	0.028584	0.06
0.247136	0.401563	0.021937	0.06
0.647754	0.925440	0.024065	-0.06
0.209662	0.375097	0.022346	0.06
0.246634	0.277443	0.017644	0.06
0.273701	0.805340	0.027007	-0.06
0.574669	0.245098	0.034658	0.06
0.328615	0.228691	0.030860	0.06
0.195631	0.212117	0.025919	0.06
0.521294	0.695870	0.018393	-0.06
0.716370	0.517219	0.024700	0.06
0.220836	0.930075	0.034405	-0.06
0.155118	0.643552	0.028754	-0.06
0.342476	0.378505	0.028856	-0.06
0.052348	0.228641	0.032764	-0.06
0.122571	0.541186	0.018552	-0.06
0.147354	0.723268	0.017961	-0.06
0.786369	0.403177	0.029674	0.06
0.056691	0.665993	0.028091	-0.06
0.202789	0.939646	0.030811	-0.06
0.936446	0.633331	0.030408	0.06
0.725009	0.332425	0.018614	0.06
0.764692	0.068282	0.028461	0.06
0.809267	0.677107	0.020822	0.06
0.605258	0.109467	0.030607	0.06
0.189633	0.609607	0.022001	-0.06
0.864125	0.485132	0.027217	0.06
0.115912	0.227501	0.018412	-0.06
0.101572	0.119728	0.023462	-0.06
0.112908	0.192778	0.034995	-0.06
0.683865	0.603455	0.023852	0.06
0.222311	0.864886	0.025255	-0.06
0.882526	0.560973	0.018004	0.06
0.214029	0.365572	0.030307	0.06
0.514607	0.784081	0.030135	-0.06
0.479990	0.657667	0.023675	-0.06
0.145893	0.163758	0.021785	-0.06
0.232672	0.538861	0.032315	-0.06
0.543971	0.827953	0.019989	-0.06
0.087314	0.640389	0.033095	-0.06
0.709848	0.413080	0.029885	0.06
0.847814	0.881358	0.018959	-0.06
0.218758	0.682826	0.031117	-0.06
0.783509	0.764080	0.015371	0.06
0.735891	0.894324	0.016669	-0.06
0.217066	0.837481	0.025364	-0.06
0.430789	0.824420	0.016127	-0.06
0.187723	0.231398	0.024751	0.06
0.587794	0.128071	0.019201	0.06
0.362712	0.533384	0.028565	-0.06
0.870897	0.876728	0.024788	-0.06
0.251205	0.924146	0.024798	-0.06
0.749243	0.209960	0.015671	0.06
0.830122	0.871422	0.015055	-0.06
0.875680	0.068303	0.024787	0.06
0.097882	0.325191	0.025624	-0.06
0.350468	0.576831	0.032646	-0.06
0.172541	0.416488	0.018083	-0.06
0.454253	0.484845	0.020083	-0.06
0.136659	0.804755	0.021558	-0.06
0.574538	0.944285	0.030491	-0.06
0.190931	0.077082	0.034502	-0.06
0.824486	0.929765	0.026043	-0.06
0.308305	0.414815	0.028444	-0.06
0.648955	0.852446	0.033944	-0.06
0.609206	0.554169	0.025334	0.06
0.794160	0.290292	0.034170	0.06
0.477739	0.680718	0.032652	-0.06
0.916725	0.823167	0.020049	-0.06
0.448481	0.230815	0.023638	0.06
0.248717	0.136835	0.034137	0.06
0.535160	0.739808	0.034765	-0.06
0.509995	0.678149	0.023863	-0.06
0.234912	0.200656	0.034539	0.06
0.852067	0.350874	0.026315	0.06
0.098104	0.895241	0.016339	-0.06
0.298562	0.361249	0.019895	-0.06
0.534115	0.133621	0.032163	0.06
0.260974	0.077735	0.027967	0.06
0.475916	0.146855	0.018757	0.06
0.331879	0.250682	0.027022	0.06
0.896682	0.290680	0.018347	0.06
0.078939	0.794672	0.034921	-0.06
0.888704	0.595029	0.033008	0.06
0.816920	0.265162	0.017557	0.06
0.609530	0.497942	0.024098	0.06
0.097849	0.844363	0.017418	-0.06
0.891988	0.448829	0.023546	0.06
0.938758	0.722404	0.031847	0.06
0.372363	0.082206	0.033747	0.06
