0.226788	0.150319	0.015053	0.06
0.260808	0.236930	0.025936	0.06
0.620460	0.211254	0.017156	0.06
0.075191	0.264181	0.020099	-0.06
0.364134	0.785431	0.025337	-0.06
0.243972	0.354428	0.022885	-0.06
0.617773	0.183557	0.016048	0.06
0.446860	0.605308	0.025636	-0.06
0.537279	0.089808	0.016725	0.06
0.659688	0.484656	0.017237	0.06
0.331063	0.612526	0.022989	-0.06
0.579899	0.798732	0.020586	-0.06
0.257529	0.228763	0.015236	0.06
0.445464	0.321911	0.021678	0.06
0.107682	0.844924	0.028052	-0.06
0.346724	0.412404	0.019987	-0.06
0.361666	0.449601	0.020942	-0.06
0.053875	0.334866	0.018451	-0.06
0.813518	0.916815	0.022663	-0.06
0.125599	0.266172	0.029330	-0.06
0.264511	0.581478	0.020017	-0.06
0.056630	0.487042	0.027610	-0.06
0.344991	0.505977	0.019080	-0.06
0.646690	0.793563	0.015474	-0.06
0.134565	0.913047	0.030360	-0.06
0.226565	0.549740	0.022403	-0.06
0.543355	0.251244	0.032298	0.06
0.782844	0.827758	0.018675	-0.06
0.105197	0.560953	0.021912	-0.06
0.570530	0.919071	0.031405	-0.06
0.794081	0.539132	0.029301	0.06
0.489607	0.460929	0.019801	0.06
0.948782	0.272692	0.024924	0.06
0.712772	0.338782	0.015966	0.06
0.530209	0.505549	0.029695	0.06
0.542057	0.348218	0.021109	0.06
0.101124	0.725598	0.017640	-0.06
0.555792	0.801656	0.019245	-0.06
0.923239	0.655831	0.022076	0.06
0.695836	0.130513	0.022939	0.06
0.243545	0.074111	0.029649	0.06
0.636205	0.542691	0.020459	0.06
0.245389	0.465167	0.025452	-0.06
0.841753	0.118160	0.015935	0.06
0.400406	0.680719	0.015305	-0.06
0.259001	0.890987	0.032627	-0.06
0.654682	0.829130	0.031969	-0.06
0.428484	0.685755	0.032721	-0.06
0.262172	0.726948	0.019363	-0.06
0.168380	0.458106	0.017660	-0.06
